Title,JobTitle(Grouped),Position,Company,Location,City,HiringStatus,Date,Num1,Time,Num2,Days,DateSince,DateSinceFormated,,1 day,
Complex Investigations Manager,Complex Investigations Manager,Head,Revolut,Romania,Not specified,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
"Commercial Director - Gas Trading, Bucharest Romania",Commercial Director ,Head,Antal International,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Senior Holding Accountant Digital,Accountant ,Senior,LeasePlan,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
AngajÄm Junior Financial Controller,Financial Controller,Junior,Hipo.ro Jobs,"Ploieşti, Prahova, Romania",Ploieşti,Be an early applicant,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Accounts Payable Clerk,Accounts Payable Clerk,Not specified,Veeam Software,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Accounts Receivables Accountant,Accounts Receivables ,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Planning & Reporting Analyst,Planning and Reporting Analyst,Not specified,BAT,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
General Ledger,Accountant,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Relationship manager Micro clients,Relationship Manager ,Head,UniCredit Bank Romania,"Carei, Satu Mare, Romania",Carei,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Global Logistics Process Management,Global Logistics Process Manager,Head,Hewlett Packard Enterprise,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Administration and Finance Assistant,Administration and Finance Assistant,Junior,Discovery Life Sciences,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Local Service Business Analyst for Due Diligence Support RO,Financial Analyst ,Not specified,SellerPlex,Romania,Not specified,Not specified,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Compliance Specialist - KYC,Compliance Specialist ,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Country Controlling support,Controlling Support,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Credit Analyst,Credit Analyst,Not specified,Allianz Trade in Romania,"Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
IT Business Analyst with French,Financial Analyst ,Not specified,Societe Generale Global Solution Centre Romania,Romania,Not specified,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Compliance Manager (MLRO team),Compliance Manager ,Head,Revolut,Romania,Not specified,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Business Controller - GMM,Financial Controller ,Not specified,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Junior User Acquisition Specialist (Meta),User Acquisition Specialist ,Junior,Pearson,Romania,Not specified,Not specified,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Accountant,Accountant,Not specified,Grafton Recruitment,"Sector 2, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
KYC Wholesale CFA Analyst,Customer Financial Analyst,Head,Societe Generale Global Solution Centre Romania,"Bucharest, Romania",Bucharest,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Revenue Accountant,Accountant,Not specified,Canonical,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Junior Risk Analyst,Risk Analyst,Junior,Dentons,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Risk Analyst - Wholesale,Risk Analyst ,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Accounts Receivable with French,Accounts Receivable ,Not specified,WNS Global Services,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Sales Support Analyst,Sales Support Analyst,Not specified,Compania Indiilor Orientale (CIO),Bucharest Metropolitan Area,Bucharest ,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Business Functional Analyst,Financial Analyst,Not specified,Deutsche Bank,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
"Senior Risk Strategies, Monitoring and Reporting Officer",Risk Officer,Senior,UNICREDIT LEASING S.P.A.,"Bucharest, Romania",Bucharest,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Account Manager,Account Manager,Senior,Viseven,"Bucharest, Bucharest, Romania",Bucharest,Not specified,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior Large Corporate Relationship Manager - Specialized Lending Department,Corporate Relationship Manager ,Senior,OTP Bank Romania,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Accountant - on site - Arad,Accountant ,Not specified,Antal International,"Arad, Arad, Romania",Arad,Actively Hiring,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Pilot Supplier Risk Team Management (HORSE),Risk Manager,Head,Renault Group,"Piteşti, Argeş, Romania",Piteşti,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Sap Finance Control Consultant,Financial Consultant,Not specified,Q_PERIOR Romania,"Cluj, Romania",Not specified,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Specialist Sistem Asigurari Corporate,Insurance System Specialist,Senior,Generali,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Contabil Junior,Accountant,Junior,BAT,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Review Generation Funnel for E-Commerce Health Brand RO,Financial Advisor,Not specified,SellerPlex,Romania,Not specified,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Global Head of Fraud,Global Head of Fraud,Head,Paymentology,"Bucharest, Bucharest, Romania",Bucharest,Not specified,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Senior Financial Controller,Financial Controller,Senior,Worldline,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior Accountant,Accountant,Senior,ScaleneWorks People Solutions LLP,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Senior Accountant,Accountant,Senior,GABTEO HR,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
DATA SCIENTIST (RISK),Data Scientist ,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Buyer with French/English,Buyer ,Senior,Alstom,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Tagetik Consultant,Financial Consultant,Not specified,Delbridge Solutions,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Cost Accounting Analyst,Accounting Analyst,Not specified,SLB,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Senior GL Accountant - working schedule 11 am - 8 pm,Accountant ,Senior,GSD Solutions,Romania,Not specified,Actively Hiring,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Test Automation Engineer,Test Automation Engineer,Not specified,BNP Paribas Personal Finance,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Credit Analyst,Credit Analyst,Not specified,Allianz Trade in Romania,"Bucharest, Romania",Bucharest,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Back Office Credit Officer,Back Office Credit Officer,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Lead Coordinator Service Delivery,Lead Coordinator ,Head,Colt Technology Services,"Sibiu, Sibiu, Romania",Sibiu,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Business Risk Manager (Finance),Risk Manager ,Head,Revolut,Romania,Not specified,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Business System Analyst,Business System Analyst,Not specified,Grid Dynamics,"Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Back Office Risk Officer,Risk Officer,Not specified,Allianz Trade in Romania,Romania,Not specified,Be an early applicant,8 months ago,8,month,30,240.00,45015.00,3/30/2023,,,
Accountant / HR Responsible,HR Responsible Accountant ,Not specified,Royal School in Transylvania,"Cluj, Romania","Cluj, Not specified",Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Business Development Manager (SimRacing cockpits),Business Development Manager ,Head,ASBIS,Romania,Not specified,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Sports Risk Analyst,Risk Analyst,Not specified,EveryMatrix,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Financial Analyst,Financial Analyst,Senior,Snyk,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
"Senior Manager Financial Reporting, Trilogy (Remote) - $100,000/year USD",Financial Reporting Manager,Senior,Crossover,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Senior Accountant,Accountant,Senior,Not specified,"Braşov, Braşov, Romania",Braşov,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Junior Auditor,Auditor,Junior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Regulatory Reporting Analyst,Regulatory Reporting Analyst,Not specified,Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Sales Executive (Sea&Air)/ Sales Executive (Land),Sales Executive,Not specified,SEAL Express Logistics,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Fixed Assets Accounting Analyst,Accounting Analyst,Not specified,"Cameron, a Schlumberger company","Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Financial Controller,Financial Controller,Not specified,Autoliv,"Braşov, Braşov, Romania",Braşov,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Financial Analyst I,Financial Analyst ,Not specified,DXC Technology,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Sr Revenue Analyst,Revenue Analyst,Senior,ACI Worldwide,Timisoara Metropolitan Area,Timişoara,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Back Officer Risk Officer,Risk Officer,Not specified,Allianz Trade in Romania,"Bucharest, Romania",Bucharest,Not specified,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Buyer,Buyer,Senior,Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Anaplan Consultant w French/Italian,Financial Consultant ,Not specified,BearingPoint,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
In-house Legal Advisor,Legal Advisor,Not specified,Deloitte,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Procurement Controller - Turda,Financial Controller,Not specified,Antal International,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Regulatory Reporting Analyst,Regulatory Reporting Analyst,Not specified,LeasePlan,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Data analyst internal audit (F/M),Internal Audit,Not specified,Renault Group,"Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Global Head of Fraud (Remote),Global Head of Fraud ,Head,Paymentology,Romania,Not specified,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Project Accountant,Accountant,Not specified,SLB,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Inventory Accounting Analyst,Accounting Analyst,Not specified,"Cameron, a Schlumberger company","Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior Product Specialist,Product Specialist,Senior,Garrett - Advancing Motion,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Cash & Bank Analyst,Cash and Bank Analyst,Not specified,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Accountant - [on-site full time],Accountant ,Senior,Antal International,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Applications Support,Applications Support,Not specified,Orion Innovation,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Director/VP Sales & Business Development,Sales Director,Head,Finaro (formerly Credorax),Romania,Not specified,Be an early applicant,21 hours ago,21,hour,0.0416667,0.88,45254.12,11/24/2023,,,
Oracle developer,Oracle Developer,Not specified,Pentalog HR,"Bucharest, Romania",Bucharest,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Contracting Specialist,Contracting Specialist,Senior,Tremend Software Consulting,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Accountant,Accountant,Senior,EY,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Group Tax Manager (m/w/d),Tax Manager ,Head,SIG Group,"Cluj, Romania",Not specified,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Enterprise Resources Planning Consultant,Financial Consultant,Not specified,OC Prod,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Wholesale Finance Manager,Finance Manager,Head,Emma – The Sleep Company,"Bucharest, Bucharest, Romania",Bucharest,Not specified,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Junior Accountant,Accountant,Junior,Alexa & Partners,"Moșnița Nouă, Timiş, Romania",Moșnița Nouă,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Project Controller (for Finance IT),Financial Controller ,Not specified,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Coordinator of Strategy - Remoto,Strategy Coordinator,Head,Pearson,"Braşov, Braşov, Romania",Braşov,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Junior Audit Analyst with English| Regional Audit Delivery Center,Auditor,Junior,Deloitte,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Junior Data Management Analyst,Data Management Analyst,Junior,BAT,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Performance Controller,Financial Controller,Senior,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,18 hours ago,18,hour,0.0416667,0.75,45254.25,11/24/2023,,,
Senior accountant Romania,Accountant,Senior,Hunters Group,"Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Financial Analyst,Financial Analyst,Not specified,Vertiv,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Accounts Receivable Analyst,Accounts Receivable Analyst,Not specified,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,18 hours ago,18,hour,0.0416667,0.75,45254.25,11/24/2023,,,
"Director of Financial Planning and Analysis, Trilogy (Remote) - $200,000/year USD",Director of Financial Planning and Analysis,Head,Crossover,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
SAP Consultant - Finance - HDMPC001,Financial Consultant,Not specified,Human Direct,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Not specified,7 months ago,7,month,30,210.00,45045.00,4/29/2023,,,
Continuous Improvement Lead,Continuous Improvement Lead,Head,Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,6 months ago,6,month,30,180.00,45075.00,5/29/2023,,,
Accounts Payable Agent with French,Accounts Payable ,Not specified,WSP,Romania,Not specified,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Internal Auditor (2 years contract),Auditor ,Not specified,Garrett - Advancing Motion,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
IT Compliance Specialist,IT Compliance Specialist,Senior,Revel,"Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Research Analyst (Romanian),Research Analyst ,Not specified,The Search Group (Global) Limited,"Bucharest, Bucharest, Romania",Bucharest,Not specified,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
International Internal Auditor,Auditor,Not specified,Allianz Services,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
PROJECT CONTROLLER,Financial Controller,Not specified,Alstom,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
"Cyber Security Manager, Vodafone Networks",Cyber Security Manager,Head,_VOIS,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Network Economics and Modelling Projects Manager,Projects Manager,Head,Orange Services,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Key Account Manager Toys - Modern Trade - Bucuresti,Key Account Manager ,Head,INTERBRANDS ORBICO,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Accounts Receivable Accountant - Revenue Operational,Accounts Receivable ,Not specified,Endava,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
General Ledger Accountant,Accountant ,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Transformation Manager,Transformation Manager,Head,Allianz Services,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Consultant financiar,Financial Consultant,Not specified,KIWI FINANCE,"Timişoara, Timiş, Romania",Timişoara,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Property Manager - Pleiades Residence,Property Manager ,Head,MAS PLC,"Ploieşti, Prahova, Romania",Ploieşti,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Finance Business Partner CEE,Finance Business Partner,Not specified,Kramp,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Treasury Analyst,Treasury Analyst,Not specified,UiPath,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Accounting Supervisor,Accounting Supervisor,Not specified,A.P. Moller - Maersk,"Constanţa, Constanţa, Romania",Constanţa,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
"Senior Business Analyst, Bolt Market",Financial Analyst,Senior,Bolt,"Bucharest, Bucharest, Romania",Bucharest,Not specified,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Junior Commercial Project Controller,Financial Controller,Junior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Business Reporting Specialist,Business Reporting Specialist,Senior,OTP Bank Romania,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Business Excellence Manager,Business Excellence Manager,Head,BAT,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Collection Officer,Collection Officer,Not specified,APS Romania,"Iaşi, Iaşi, Romania",Iaşi,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Revenue Accountant,Accountant,Not specified,Canonical,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Senior Accountant,Accountant,Senior,Antal International,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Accountant,Accountant,Not specified,Not specified,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Retail leasing specialist - ERA Shopping Park,Retail Leasing Specialist ,Senior,MAS PLC,Iasi Metropolitan Area,Iaşi,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Business Support Controller with French,Financial Controller ,Not specified,Michelin,"Voluntari, Ilfov, Romania",Not specified,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Customer Services XaaS Governance Lead,Customer Services Lead,Head,Pentalog HR,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Deputy Chief Accountant,Accountant,Head,Leroy Merlin,"Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
AML Analyst,Financial Analyst,Not specified,Dentons,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Risk Analyst Information Security,Risk Analyst ,Not specified,Libra Internet Bank,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Financial Analyst III,Financial Analyst ,Not specified,DXC Technology,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Global Optics & Photonics Category Sr. Manager,Finance Manager,Senior,MKS Instruments,Romania,Not specified,Be an early applicant,19 hours ago,19,hour,0.0416667,0.79,45254.21,11/24/2023,,,
Application Backend Specialist (Tagetik),Application Backend Specialist ,Senior,BearingPoint,Romania,Not specified,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Product Manager (Kids app),Product Manager,Head,Pearson,Romania,Not specified,Not specified,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Finance Accountant (fixed-term 6 months) Job,Finance Accountant ,Not specified,NTT DATA Romania,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Internal Communication & Engagement Officer,Communication and Engagement Officer,Senior,BNP Paribas,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Credit Analyst with English,Credit Analyst ,Not specified,Michelin,"Voluntari, Ilfov, Romania",Not specified,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
"Junior Client Service Consultant (full time, hybrid)",Financial Consultant,Junior,NielsenIQ,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,7 hours ago,7,hour,0.0416667,0.29,45254.71,11/24/2023,,,
Chief Accountant,Accountant,Head,SGS,"Bucharest, Romania",Bucharest,Actively Hiring,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Key Account Manager - Groceries - Bucharest,Key Account Manager ,Head,Glovo,"Bucharest, Bucharest, Romania",Bucharest,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Data Engineer,Data Engineer,Not specified,Mindera,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Junior Accountant,Accountant,Junior,Adecco,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Auditor,Auditor,Not specified,Tiriac Group,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Financial Planning Analyst,Financial Analyst,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Sustainability Consultant - ESG,Financial Consultant ,Not specified,PwC Romania,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Cost Accounting Analyst,Accounting Analyst,Not specified,"Cameron, a Schlumberger company","Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Finance Level 2 Controller,Financial Controller,Not specified,Societe Generale Global Solution Centre Romania,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Oracle Logistic Consultant BI resource,Financial Consultant ,Not specified,Unitask Group,Romania,Not specified,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Team Assistant R&D (f/m/div),Team Assistant ,Junior,Infineon Technologies,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,5 hours ago,5,hour,0.0416667,0.21,45254.79,11/24/2023,,,
